,shcode,index
0,11,141
1,12,127
2,29,136
3,30,166
4,32,67
5,44,49
6,54,70 181 182
7,56,89
8,57,8
9,61,76
10,73,46
11,82,174
12,100,50
13,101,84 91
14,111,72
15,114,163 164
16,120,132
17,126,139 140
18,128,107 115 168
19,129,10
20,132,77 79
21,138,64
22,141,173
23,146,148
24,152,92
25,154,56
26,156,81 82 107
27,157,108
28,158,107
29,170,72
30,172,11
31,187,149
32,189,23
33,196,65 66 182
34,199,71 73
35,205,25
36,212,109
37,217,53
38,223,108
39,225,173
40,228,5
41,234,88
42,246,147
43,252,105
44,253,2
45,254,170
46,256,124
47,259,157 158
48,265,20
49,268,70
50,270,61
51,273,32 173
52,280,117
53,281,124 126
54,286,126
55,287,19
56,295,16
57,298,24
58,299,117 145
59,317,154
60,320,71
61,328,17
62,342,119
63,343,137
64,344,50 75 174
65,346,113 171
66,349,171
67,353,43
68,354,85 146
69,366,119
70,368,33
71,374,90
72,375,14
73,376,3
74,381,82
75,382,139
76,384,163
77,399,116
78,401,111 179
79,402,15 97
80,403,97
81,408,132
82,411,12 46
83,415,69 71
84,420,105 169 176
85,426,106 119
86,428,117
87,431,96 119
88,433,112
89,441,41
90,442,70 74 147 153
91,443,70
92,444,110
93,448,12
94,449,83 84
95,452,171
96,453,137
97,461,9 96
98,464,26
99,465,112
100,471,152
101,474,140
102,476,147
103,478,78 85
104,484,21
105,486,69 70
106,492,101 103 105 150 175 177
107,496,72
108,499,8
109,500,9
110,501,91
111,504,28
112,510,13
113,521,52
114,528,78
115,532,49
116,533,46
117,549,122
118,551,68 70
119,553,78 86
120,558,10
121,562,13
122,570,89
123,574,113 114 138
124,577,78
125,580,161
126,585,72 175
127,586,178
128,599,147
129,600,63
130,603,111
131,605,10
132,610,102 177
133,619,99
134,634,180
135,636,24
136,653,19
137,663,68
138,679,6
139,687,26 94
140,689,21 22
141,692,178
142,695,27 61
143,696,159
144,700,93 94
145,706,32
146,714,134
147,723,90 148
148,726,115 147
149,737,112
150,739,20
151,740,65
152,754,13
153,756,62 106
154,757,26
155,758,123
156,764,132
157,767,75
158,774,87
159,775,88
160,780,113
161,785,94 142
162,801,23 158
163,825,43
164,835,149
165,841,91
166,848,2 78
167,858,135
168,889,12
169,911,26 30 94
170,939,64
171,940,65 182
172,956,32
173,1034,56
174,1108,146
175,1128,67 100
176,1139,2
177,1184,90
178,1191,71
179,1250,67 68 124
180,1536,174
181,1538,39
182,1553,121
183,1554,81
184,1556,75 174 180
185,1560,92
186,1570,10
187,1571,142
188,1574,31
189,1579,152
190,1583,81
191,1584,27
192,1589,111
193,1592,12
194,1594,141
195,1599,13 134
196,1603,147
197,1604,166
198,1605,94
199,1606,34 35 102
200,1609,121
201,1610,116 118
202,1615,69
203,1617,75 174
204,1618,13
205,1630,101 175 181
206,1631,5
207,1632,97 98 142
208,1635,12 127
209,1636,27
210,1641,23
211,1656,90
212,1659,123
213,1660,78
214,1662,111
215,1664,11 55 174
216,1666,48
217,1670,5
218,1672,148
219,1673,13
220,1675,107 131
221,1676,158
222,1677,118 179
223,1680,76
224,1681,182
225,1685,1
226,1686,4
227,1689,149 151
228,1692,174 180
229,1702,125
230,1705,142
231,1707,106
232,1709,25
233,1710,20
234,1711,27
235,1714,74
236,1719,62
237,1721,165
238,1722,10
239,1723,25 63
240,1729,166
241,1733,90
242,1735,3 148
243,1740,117 152
244,1741,121
245,1742,16
246,1749,11
247,1761,97 98
248,1763,174
249,1770,87 117
250,1774,11
251,1777,174
252,1779,74
253,1781,85
254,1783,173
255,1788,20
256,1792,161
257,1793,41 97
258,1794,9 39
259,1797,13
260,1800,89
261,1807,117 118
262,1813,31
263,1815,4
264,1816,73 104
265,1817,173
266,1818,83
267,1824,18
268,1832,171 178
269,1833,33 112
270,1834,66
271,1835,5
272,1843,108
273,1844,134
274,1845,115
275,1846,1 2
276,1854,181
277,1855,138
278,1856,35 119
279,1857,103
280,1859,28 139
281,1860,28
282,1864,33
283,1869,13 60 151
284,1871,174
285,1886,174
286,1888,118
287,1889,19 72 101 102 175
288,1894,22 171
289,1896,44
290,1897,92
291,1899,114
292,1906,70
293,1909,4
294,1913,110
295,1914,147
296,1915,175
297,1916,62
298,1918,51 52 118
299,1923,114 148
300,1924,6
301,1925,139
302,1928,65
303,1930,51 157
304,1933,107 109 167
305,1935,115
306,1938,14
307,1941,90
308,1943,20 24 86
309,1952,71
310,1954,35
311,1958,79
312,1961,18
313,1966,128 163
314,1967,97 173
315,1968,55
316,1969,19 101 174
317,1972,6 89
318,1974,124
319,1978,49
320,1981,13
321,1982,90
322,1988,6 88
323,1990,14
324,2002,31
325,2007,114
326,2008,156
327,2009,103 174
328,2010,69
329,2013,11 171
330,2014,84
331,2021,89 90
332,2023,89 92 168
333,2024,28 124
334,2027,61
335,2030,106 107 155
336,2034,46
337,2036,122
338,2040,129
339,2041,93
340,2044,128 130
341,2049,126
342,2054,18
343,2056,175
344,2057,105
345,2065,71
346,2069,50
347,2070,151
348,2073,108
349,2078,69
350,2080,89
351,2082,19 40 71
352,2086,38 42
353,2087,85 86
354,2088,57
355,2089,65 166
356,2092,146
357,2100,39
358,2102,16 41
359,2104,75
360,2106,133 134
361,2110,39
362,2112,67
363,2120,160
364,2126,121
365,2127,70 167
366,2134,44
367,2141,41
368,2151,41
369,2154,174
370,2158,165
371,2160,7
372,2163,86 95
373,2166,89 165 166
374,2170,178
375,2172,25 113
376,2173,128
377,2177,89
378,2180,76
379,2181,53
380,2186,128
381,2193,170
382,2212,91
383,2213,94
384,2224,27 114
385,2226,95 97
386,2227,37 97
387,2243,46
388,2244,101 103 174 177
389,2245,89 111
390,2249,122 155
391,2251,31
392,2256,57 179
393,2263,174
394,2274,63
395,2278,28
396,2280,16
397,2285,166
398,2299,172
399,2302,2 27 92 168
400,2307,40
401,2308,61
402,2313,32 34
403,2314,162
404,2317,129
405,2318,123
406,2320,27
407,2324,114
408,2326,114 117
409,2335,125
410,2336,7
411,2344,59
412,2347,68
413,2351,167
414,2352,127
415,2367,21
416,2372,42
417,2375,76
418,2381,47
419,2385,71 167
420,2386,11 12
421,2389,54
422,2397,62
423,2403,67
424,2406,59
425,2407,70 153
426,2409,123
427,2412,157
428,2413,102
429,2416,1 110 154
430,2423,25
431,2425,19
432,2426,179
433,2435,60 117 118
434,2439,13
435,2448,50
436,2450,179
437,2452,46
438,2454,14
439,2468,4 85
440,2472,33
441,2474,121
442,2476,52 124
443,2480,32
444,2482,165
445,2486,174 175
446,2487,36 81 138
447,2491,163 164
448,2494,13
449,2496,56
450,2498,59
451,2502,61
452,2503,155
453,2509,179
454,2514,169
455,2518,123
456,2526,48 49
457,2532,6
458,2534,80 84
459,2538,92
460,2547,66
461,2548,63
462,2550,111
463,2551,123
464,2552,133
465,2563,61
466,2566,29 139
467,2567,32 129
468,2569,43
469,2585,5
470,2587,41
471,2590,33 71
472,2593,46
473,2600,126 129
474,2608,20 105
475,2617,33 112
476,2623,149
477,2624,66
478,2626,17 75 174
479,2627,17
480,2628,7 8 70
481,2631,120 124
482,2634,118
483,2635,117
484,2636,17 48 52
485,2638,54
486,2640,178
487,2643,89 142
488,2645,31 105
489,2649,30
490,2650,18 94
491,2654,54 96
492,2657,14
493,2658,6 37 89
494,2660,1 17
495,2661,47
496,2662,60
497,2666,123
498,2667,133
499,2670,52 166 170
500,2671,73 160 182
501,2674,113
502,2676,45
503,2678,69
504,2679,123 126
505,2687,99
506,2689,27
507,2690,126
508,2692,36
509,2696,14 81
510,2697,20
511,2698,1 87
512,2700,8
513,2702,177
514,2707,115
515,2708,6
516,2713,63
517,2717,12
518,2718,45
519,2725,81
520,2728,9
521,2729,43 44
522,2737,47 48
523,2749,31 143
524,2750,59 60 109 156
525,2751,102
526,2753,107
527,2755,9
528,2763,68 110 134
529,2764,157
530,2766,140
531,2768,122
532,2771,12
533,2772,182
534,2778,87
535,2780,40 164
536,2789,87
537,2791,156
538,2795,13
539,2801,56
540,2807,30
541,2810,9
542,2813,87
543,2818,99 102
544,2824,86
545,2825,33 36 109 110
546,2826,8 173
547,2827,169
548,2837,111
549,2841,3
550,2845,78 136
551,2855,23
552,2872,33
553,2885,32 69
554,2888,5 42
555,2889,68
556,2891,34
557,2892,30
558,2893,36
559,2895,165
560,2897,164
561,2898,35 164 165
